[[0:03 | t=3]] [музыка] F [музыка]
[[1:19:35 | t=4775]] это нейросети, которые сейчас тоже неотрывно связаны с поисковым продвижением. Что здесь важно? А на этом слайде это 10% квалифицированных заявок, которые бизнесы получили из чата GPT, из Perplex City, изпсика, из любых подобных каких-то, а каналов. И что это значит? Что люди уже не просто генерируют тексты и картинки в нейросетках, они там ищут услуги, они читают там какие-то рекомендации, и
[[1:20:05 | t=4805]] более того, они этим рекомендациям верят, приходят на сайт и делают заявки. Но и у каждой отрасли есть какой-то свой локомотив, который раньше считался каким-то альтернативным каналом. Мы видим, да, сколько фигурирует здесь Avви, аруru, эскаватор.ru. И мы видим, что, да, доли большие. То есть, если 15% обращения уже приходит из одного канала, то есть имеет смысл уже подумать над отдельной какой-то работой в этом канале, потому что это довольно много от общего объёма. Аэ, ну и самые, наверное,
[[1:20:36 | t=4836]] неприятные два слайда остались у меня для всех. Это траты на платные каналы. Каналов платных немного, это ВК и ЯндексДирект. И здесь дельта бюджетов ежемесячные в различных отраслях. Ээ вы мне покидайте, пожалуйста, плюсиков или минусиков э в чат. ээ попадаем ли мы в эти данные, попали ли в эту выборку вы, потому что я уже выступала с этим докладом, например, во Владивостоке очень много аэ поднимали
[[1:21:06 | t=4866]] рук, что действительно попали в бюджеты совпадают, да. Ну и, э, пока вы пишите, да, немножко тоже поговорим про темпы медиаинфляции, про которые вы тоже, наверное, уже знаете. А это значит, что реклама ещё больше дорожает и растёт у нас стоимость сырого лида. То есть заявки обычной телефонного звонка или обращения в мессенджер. Ну и здесь вы видите, да, что в некоторых отраслях там стоимость звонка может достигать 15.000 руб. А если учесть, что в среднем 15-18%
[[1:21:36 | t=4896]] э бизнеса пропускают звонков, то сколько маркетингового бюджета мы просто сливаем в трубу натурально и при этом никак не работаем с этой проблемой, хотя на дворе там двадцать пятый год уже заканчивается. Ну и исходя из этого хочу вернуть вас всё-таки в разговор про долгосрочные каналы, чтобы они стали основой нашей, не всегда были основой нашей стратегии. Просто был период, когда у нас было, например, пять платных инструментов, три из которых уже запрещённые, да, не работают на
[[1:22:06 | t=4926]] территории России. Либо какими-то обходными путями кто-то умудряется, ээ, рискуя всем, э, запускать там рекламные кампании, ээ, был хорошо. То есть мы с вами могли там залить бюджеты включить рекламные кампании и обеспечить заявками наши отделы продаж. А сейчас, к сожалению, у нас остался там ЯндексДирект и ВК, огромная конкуренция, и, ну, это просто перестало получаться. Но нам есть, у нас есть всегда канал, на что мы можем обратить внимание, на чём
[[1:22:36 | t=4956]] сконцентрироваться. Ну, и буду говорить на пример. Давайте посмотрим на что на что можем, да. Ну, во-первых, SEO стоит своих инвестиций. Если вы всё это время, да, не забивали на этот канал и продолжали работать с этим системно, не только в плане там каких-то метатегов и ещё чего-то, да, описали, может быть, тексты, может быть, завели блоги или каталоги на сайтах, то вы супер большой молодец, и я рекомендую вам продолжать это делать. Хочу вам показать вот кейс, э, клиентский, один
[[1:23:07 | t=4987]] из, наверное, моих самых любимых кейсов, потому что потрясающий результат с точки зрения большой работы ещё и проделанной. Ну, то есть ниша очень такая понятная, конкурентная. Это тонировщики окон. Ну, ребята, как все, закупали директ. Ну, и в какой-то момент решили, почему бы не попробовать поработать с органическим трафиком. Обратились в агентство, а, сделали такой базовый аудит и поняли, что, ну, вот, вообще-то, поиск приводит там 200 визитов в месяц, а практически с этого канала нет лидов. Ну и когда
[[1:23:37 | t=5017]] подключилось агентство, э- они, ээ, очень много сделали для того, чтобы мм сайт наконец-то начал отдавать больше, да. Во-первых, отработали с контентом, то есть и низкочастотку, и высокочастотную запросы отхватили, то есть и проработали горячий спрос, и спрос, который будет отложен, да, чуть меньше, которые ключи упоминаются. Очень много технички было сделано, да, и мобилка появилась, и индексирование исправили, и ещё и появился каталог, которого не
[[1:24:08 | t=5048]] было. Но и как вы, как вы можете понять, это работа ни одного и не двух месяцев. Этот проект растянулся на 15 месяцев, почти полтора года ребята с этим работали. Ну и мы параллельно отслеживали всё с помощью статического колтрекинга, просто с помощью подменного номера, чтобы посмотреть, как меняется результативность. Потому что у нас, например, можно посмотреть, в том числе и какая страница сайта у вас отрабатывает, например, хорошо по заявкам с органики. Ну и результат
[[1:24:38 | t=5078]] отличный. То есть за Да, это длительная работа, это системная работа, но, во-первых, поисковый трафик вырос, то есть в пять раз, и теперь очень много органических заявок, то есть 100 заявок вместо двух заявок в месяц. Ну и как такой приятный бонус, да, только в низкий сезон включают ребята директ, потому что, э, ну, нет такой необходимости, а в низкий сезон, как мы знаем, и клик дешевле, конкуренции меньше, и, соответственно, они экономят бюджет на рекламе. Есть этот кейс аэ большой в у нас блоге. Можете потом
[[1:25:11 | t=5111]] после того, как получите презентацию, его изучить подробно. Но вообще это отличный пример про то, что действительно стоит инвестировать время в такие вещи, и они 100% окупаются. Ну, ещё один момент, да, это гео. Вот как раз я вижу вопросы про нейросети. Сейчас как раз про это и буду говорить. Ээ, ну, так называемая гео либо работа с нейропоиском. Это дополнительный фокус наш с вами на конец этого года и на следующий весь год. Просто потому, что
[[1:25:41 | t=5141]] действительно нейросети уже перестали быть какой-то игрушкой, где мы генерировали там, не знаю, смешные биты, ээ картинки, тексты для рассылок. Сейчас это всё сильно другой уже принимает вид, потому что люди действительно очень много взаимодействуют с нейропоиском, используют различные инструменты и не просто, да, ищут услуги, читают отзывы, какие-то подборки. Они стали этим рекомендациям доверять, и эта тенденция будет
[[1:26:11 | t=5171]] продолжаться. Ну и вот здесь вы можете там на нашем примере ээ убедиться, да, что я просто попросила у Перплексити, то есть это не Photoshop, я попросила у Perplexity рекомендации, да, про динамический колдкинг. Я он выдал нас и меня очень радует этот результат. Расскажу, как нам удалось этого достичь. На самом деле здесь нет каких-то больших секретов, но вы видите, да, справа вот в едином журнале Ледов наш реальный скриншот. Мы реально каждый каждый день реально получаем квалифицированные заявки с чата GPT Perplexity, и их
[[1:26:44 | t=5204]] становится пока что больше. А неизвестно пока ээ насколько этот тренд ещё разгонится, да, но сейчас уже надо попадать э в эту волну. Ну и чтобы попадать в ипоиск сейчас ничего не нужно, кроме системного села. Ну, так как Калибр довольно опытный бизнес, мы больше 12 лет на рынке, соответственно, у нас старый сайт, у нас есть накопленная ссылочная масса, мы очень много лет работали над тем, чтобы сделать э-э себе там блог. Мы зовём в
[[1:27:15 | t=5235]] этот блок публичных экспертов. И, соответственно, если вы хотите, да, начать тоже с этим работать, нужно просто начать работать с SEO. А, во-первых, неросетки очень любят, э, структурированные форматы, то есть различные отзывы, факи, какие-то таблички. И если у вас есть, мм, такой тип контента на сайте, пожалуйста, следите за ним, обновляйте его. Это суперважно для того, чтобы попасть в рекомендации. Дальше локальная привязка для локальных
[[1:27:45 | t=5265]] нейросетей, в том числе для Яндекс GPT псика, который псик вообще в этом году прямо выстрелил во второй половине года. локальные данные для них очень важны. То есть, если вы не ведёте свои геосервисы, про которые я говорила, не нет у вас там карточки, нет у вас там порядка, нет у вас там отзывов, то это плохо. Нужно начинать это делать, ввести, просить клиентов оставлять отзывы, да, чтобы был мм ну как бы для нейросетей это будет очень позитивный знак. Ну и ээ есть и
[[1:28:15 | t=5295]] технические моменты, про это я не буду говорить, потому что я тут не эксперт, это делает наш сеоспециалист. Ну и нельзя останавливаться только на SEO. Мы здесь говорим про э работе с контентом, то если вдруг вы пишете где-то экспертные статьи, в том числе вы можете написать статью для блога Калибри, оставить там свою ссылку. То есть на внешних площадках тоже нужно размещаться, чтобы было больше доверия, да. Поэтому здесь такая большая тоже работа, которая сейчас уже тоже приносит
[[1:28:46 | t=5326]] свои плоды. Тоже гайд по геопродвижению оставлю, а почитайте потом подробнее. На самом деле никакого прямо большого отдельного секрета нет. Нужно просто системно работать с SEO, потому что сейчас это взаимосвязано. Ну и немножко поговорим про контент и дистрибуцию. Я видела, что вы тут говорили про контентзаводы. Я бы вам предложила, а немножко мм ну такой вариант облегчённый формат. Я знаю, что кто-то из вас наверняка ведёт блоги компании, пишут SEOтексты, про это всё прекрасно
[[1:29:17 | t=5357]] знаете вы. Но, э, когда заявки нам нужны здесь и сейчас, а реклама в директе стоит бешеных денег, можно подумать, как получить, да, считить, так скажем. Вот мы на примере Калибри хочу вам поделиться таким лайфхаком, а просто выбрать формат, ээ, который как более такой хороший лидмагнит вы можете отправить в отдельную дистрибуцию. Ну и, соответственно, что это может быть? Это может быть какие-то небольшие курсы, это могут быть
[[1:29:47 | t=5387]] спецпроекты какие-то ваши, в том числе развлекательные. Мы, например, делали тест ко дню техподдержки, либо маркетинговое таро делали, тоже собирали через контакты, либо это какие-то сложные составные аудиты, либо просчёты, возможно, какие-то записи, разборы какие-то, это тоже, э, супер хорошо работает. И это просто упаковывается в отдельный проект. Э, например, э-э, у нас есть курс бесплатный про успешные продажи в переписке, абсолютно реальный материал. Э, мы позвали того очень
[[1:30:17 | t=5417]] клёвого продажника, который даёт прямо хорошие такие крючки, как в Ватсаппе клиента возвращать из этой спячки, как правильно начинать беседу. Ну и почему мы калибре говорим про продаж в переписке, да, у нас есть там продукт интеграция с CRM и мессенджерами, у нас есть CRM-чат, но в этом курсе мы его никак в лоб не продаём. Мы рассказываем там нативно, понятно, аккуратно, и человек, получая полезный контент, то есть там не только наши уроки, ээ он может соответственно и ознакомиться и с
[[1:30:48 | t=5448]] нами, и прогреться, и принять решение, подключать нас или нет. Ну и, соответственно, есть ещё один у нас ээ пример, но их, на самом деле, у нас несколько таких курсов. Мы любим такую штуку запускать. И что я покажу, э тоже скриншот из нашего единого журнала Lidв. Почему эта штука работает? То есть мы на каждый такой проектик, мы обычно это делаем на тильде либо в Telegram-боте, мы подключаем всегда наш мультитрекинг и перехватчик форм и смотрим в реальном
[[1:31:18 | t=5478]] времени, какие заявки приносят эти странички. Если вот вы эту презентацию смотрите, а не слушаете, вы видите, да, зелёные вот эти строчки - это квалифицированные лиды. То есть наш отдел продаж признал их лидами. И это хороший такой интерес. Это значит, что ээ это потенциальная сделка. И это суперздорово. То есть, эта штука реально работает. И для меня, как руководителя, этот инструмент наш очень важен, потому что я могу понять, откуда эти заявки приносят. Может, там нам посев
[[1:31:48 | t=5508]] подключить либо ЯндексДирект ещё ээ больше там нам, да, как-то больше компаний создать. То есть мы видим, как это всё отрабатывает и где нам можно усилиться. И может быть вам кажется, что для таких проектов нужны большие команды и очень много времени. Нет, на самом деле нет. В среднем 2 месяца вот идеи до запуска такая штука занимает. И в среднем э два человека ей и занимается. Поэтому это на самом деле немного. Главное определиться с идеей и
[[1:32:19 | t=5539]] контентом, упаковать, автоматизировать, да, чтобы вы там вручную ничего не рассылали. Например, это был курс, либо в боте что-то, Telegramботе рассылали вы. Но это реально работает. Это такой хороший инструмент, особенно если это сделать ещё какой-то вечнозелёную словно тему. Это можно круглый год крутить, то есть инвестировать один раз и круглый год использовать этот контент. Ну и возвращаясь к отраслевым каналам продвижения, да, здесь хочу вернуть этот слайд, где у нас есть витав.руru. А вы
[[1:32:49 | t=5569]] видите, да, что есть большие довольно доли обращений, где-то 30, где-то 15. И действительно, если вы видите, что какой-то из каналов, это ещё один плюс к тому, что нужно следить вообще за тем, что у вас происходит во входящих обращениях, да, и смотреть на источники, если вы видите, что канал показывает такие данные, то это очевидно, что нужна отдельная стратегия. То есть нельзя просто сейчас ни в Авито, ни в каких-либо других площадках, там, не знаю, просто запустить какое-то одно
[[1:33:20 | t=5600]] объявление и рассчитывать на чудо. Ну, то есть так больше работать не будет. Нужно понимать, что средний у нас проект будет, э, набирать и окупаться там от трёх до от 3х месяцев до полугода. Ну и, соответственно, тоже расскажу на примере кейсов. Э у нас есть, э, интеграция Савита с нашим виджетом на сайте онлайнчат, CRM чат. Мы его сейчас доработали, да? А это две таких промышленных компании Лютех. Делают они роль ставни и всякие такие вещи,
[[1:33:51 | t=5631]] ворота, да, секционные и стальной дом. То есть тоже такие твёрдые ниши. И эти компании Авито у них входят, да, в топ-три источников ледов вместе с виджетом на сайт. И почему я их привожу в пример? Э, ну и у стального дома ещё дополнительно 105 лидов они получают ежемесячно от Авито. Потому что эти же компании работают на Авито системно. Есть у нас тоже подробный гайд, но это
[[1:34:21 | t=5661]] не только касается Авито, да? То есть нет у меня задачи их рекламировать сейчас, это касается любых площадок, любых классифайдов, любых каких-то больших э площадок. Ээ, у каждого там региона свои, может быть, есть такие, мм, платформы, где огромное количество посетителей, есть свои рекламные инструменты, и нужно уже просто, ну, не думать, что одно объявление вас спасёт. И почему опять же нужна аналитика входящих заявок? Если вы видите у себя там в что
[[1:34:52 | t=5692]] у вас растёт количество заявок там с того же близка ли со второго, либо с Авита, либо из дрома, то нужно проверить прежде всего ээ а реально ли это спрос на самих площадках. Во-первых, на самих площадках уже точно есть инструменты, где это проверять, и вы можете спокойно аа зайти там на Авито, проверить, продаётся ли ваш товар или услуга, либо через Яндекс Wordstat. И только потом уже мы, э, начинаем, ээ, историю с
[[1:35:23 | t=5723]] объявлениями, текстами, картинками и, соответственно, м, какими-то трендами, да, подсиошивать эти тексты. Это ээ совершенно уже дело там третьего порядка. Ну и, безусловно, нужно отвечать быстро, потому что как бы мы этого не хотели, э сейчас мы все там заложники своих смартфонов, и мы все ожидаем мгновенного ответа. Даже вы как маркетолог, когда вы делаете, например, заявку куда-то, вы ждёте, что вам в Ватсаппе ответят сразу, вы ждёте вам,
[[1:35:53 | t=5753]] что вам ответят очень быстро в Телеграме. И этот, ну, ээ это просто сильно изменившийся поведенческий паттерн человеческий. И даже раньше, если мы думали, что, о'кей, ну люди думают, что на Авито бизнес не всегда отвечают. Нет, на самом деле отвечают и быстро. Это тоже можно сделать с помощью интеграции мессенджеров. Поэтому это суперважно. И раньше бенч был там 10 минут, что 10 минут у нас есть, чтобы ответить клиенту. Сейчас даже 10 минут не всегда достаточно. Иногда все просто
[[1:36:24 | t=5784]] мгновенно уходят там в соседнюю карточку уже к вашему конкуренту и делают там заявку. Поэтому, э, это уже такая наша действительность. Сервисить нужно тоже быстро. Ну и если так делать такое резюме, ээ, на что я бы предложила обратить внимание, это говорят наши данные, да, нужно возвращаться к инструментам с отложенным результатом. То есть это не значит, что вы все откажетесь от ЯндексДиректа. Скорее всего, все мы продолжим пользоваться так или иначе платными каналами. И Telegrams, и ВК, и
[[1:36:57 | t=5817]] ЯндексДиректом. Это вполне себе хорошие рабочие инструменты. Просто, э, фокус будет на тех каналах, которые требуют больше внимание и ежедневного, так скажем, присутствия. И этот отложенный результат, он будет, безусловно, давать себе знать. Ну и, ээ, если мы продолжаем инвестировать в рекламу, то быстрые инструмент, они требуют больше компетенций, чем было раньше. Иначе это просто про, ну, трата
[[1:37:28 | t=5848]] денег. Это значит, что вам стоит обратить внимание на ваших маркетологов, на ваших трафик-менеджеров, на ваши агентство. Возможно, кому-то из ваших коллег потребуется дополнительное обучение. Возможно, э стоит обратить внимание вообще, а сколько обходится вам платная заявка и как окупается этот трафик. То есть это, э, тоже такой большой э пласт работы, который имеет смысл сделать в этом году, чтобы посмотреть, как вообще у вас окупается
[[1:37:58 | t=5878]] перфоманс и что с этим делать. Потому что, ну, раньше мы там включили одну компанию и здорово всё работало. Сейчас, к сожалению, так тоже уже не работает. нужно оттестировать десятки связок, чтобы найти рабочую и по приемлемой цене получать лиды. Ну и, безусловно, как маркетологи, мы должны тестировать, искать новые площадки, собирать там полную аналитику обращения. Если бы я, например, не работала в этой нише, я вообще не подумала бы, что ээ есть у отраслей свои какие-то специфические площадки, где есть такие классные
[[1:38:28 | t=5908]] результаты. И, скорее всего, в каждой нише такую площадку можно найти. И я рекомендую вам это сделать, безусловно. И это для этого нужна аналитика обращений. То есть есть подключено у вас калибре либо какой-то другой сервис. Откройте ээ список ваших ходящих заявок и посмотрите в разрезе года, какой источник, сколько принёс, в каком процентном соотношении и что в итоге к чему это привело. Были это лиды, был это спам или ещё что-то. Вот. Ну и,
[[1:39:02 | t=5942]] конечно, у меня, как у всех спикеров, если у вас спецпредложение, если вдруг вы ещё не успели там подключить аналитику входящих, это самое время это сделать. Можно это сделать по отличной цене. На любой тариф мы даём двадцатипроцентную скидку, то есть мульТтрекинг. Что здесь хорошо? Вам не нужно переплачивать за emailтрекинг и трекингфом. То есть мы отслеживаем все заявки, звонки, заявки на сайт и имейлы. Это всё включено в тариф. Поэтому успевайте подключить и прямо уже сейчас начать отслеживать вообще, что там у вас
[[1:39:33 | t=5973]] происходит. Ну и по папы мой, например, любимый инструмент, я люблю приводить пример, что порядка, наверное, 30% подписчиков э в Telegram-канале Калибри - это посетители сайта Калибри. Мы за них заплатили ни копейки. Поэтому я очень люблю попапы как инструмент не знаю, сбора подписчиков, сбора регистрации и не знаю, распространение лидмагнитов, про которые я говорила. Очень рабочая штука, а и
[[1:40:04 | t=6004]] тоже можно протестировать по хорошей цене. Ну, на этом, коллеги, у меня всё. Предлагаю вам подписаться на наш Telegram-канал. Введу его я. Называется он маркетинг по-человечески. Э-э, и как раз там исследования отраслевые, это последний пост, можно как раз почитать. Вот. Спасибо большое. Буду отвечать на вопросы, если они есть. >> Настя, спасибо тебе. Давай посмотрим на вопросы, что у нас тут понаписали. Так, Евгения спрашивает: "Как отвечать, когда клиент требует клиентов сразу?"
[[1:40:35 | t=6035]] >> Так, а как отвечать, когда клиент требует клиентов сразу? А, ну здесь можно, наверное, порассуждать, хотите ли вы работать с таким клиентом. Это такое первое, наверное. А даже любой, наверное, предприниматель, который хочет там сейчас дайте мне сейчас заявок, он же должен понимать, что мы все находимся не в вакууме. Если он этого не понимает, это большая беда для всех нас, потому что, ну, э, должно
[[1:41:05 | t=6065]] сойтись многое и продукт, и ваш рекламный бюджет, и ваше позиционирование, чтобы всё сработало. Поэтому, если клиент требует клиентов сразу, если вы фрилансер, да, почтите другого клиента. Но мне кажется, что это вот, ну, для меня как бы я бы не держалась за тех, кто требует мгновенного результата. Его сейчас сложно достичь, если у вас не миллиардные бюджеты. Если у вашего клиента прекрасно есть деньги на перфоманс, вы готовы победить всю конкуренцию выдачи, пожалуйста, почему
[[1:41:35 | t=6095]] нет? Посчитайте медиаплан, покажите, может быть, он такой, да, есть у меня. Давайте пополним. >> Может у них есть такие деньги? Да, >> да, пополним через витамин Tools наш кабинетик. И >> Да, да, дада, да. И погнали. >> И погнали. Вдруг обороты бывают, >> да. >> Так, ладно. Тут целых два вопроса на тему поисковой выдач нейросетей. Как попасть в целом в поисковую выдачу нейросеток и как попасть в рекомендации дипсика. Думаю, вряд ли чем-то они отличаются, поэтому давай ты, в общем, ответишь про нейросетки и про поисковую выдачу. Ещё раз по >> Да, у меня был, конечно, отдельный слайд, и я всё-таки долго задерживаться
[[1:42:05 | t=6125]] на этом не буду. И там тоже мы приложили отдельный гайд, который крутые сеошники для нас писали. Поэтому здесь самое важное, нет никакой действительно разницы. Самое важное - это сейчас ээ возьмите себе аудит, посмотрите, что у вас ээ не работает. Например, на многих сайтах нет разметки схемы, а это очень важно. То есть это первый такой признак для нейросетки, которая там собирает эти рекомендации, потому что схема - это как раз-таки вот структура, да. Ну и очень
[[1:42:36 | t=6156]] важно ээ все карточки привести в порядок, потому что для той же Алисы, да, для нейропоиска Яндекса локальная привязка решает. То есть, ну, с этого надо начать. >> Угу. Хорошо. Яна спрашивает у тебя следующее: что сейчас стоит делать в сфере B2B? У неё производство мебели для детских садов и школ. Сильно проседает и частный клиент, и Госа. Что бы ты посоветовала? >> Угу. Да, это такой, э, сложный вопрос. Я бы всё-таки посоветовала,
[[1:43:06 | t=6186]] а, попробовать поискать, может быть, новый сегмент, который вы выпускаете, э, потому что наверняка вот, ну, у вас есть проторенная дорожка, по которой вы работаете. Там у вас есть школы, детские сады, есть наверняка для них какие-то комплекты, мебели, которые вы продаёте. Но я думаю, что я бы показ сдевила, возможно, тех, кто не купил. Наверняка у вас есть отказы, поспрашивал бы, почему. И может быть это вас натолкнёт и на смену какую-то, ну, обновление
[[1:43:36 | t=6216]] продуктовой линейки, и, может быть, на какой-то новый сегмент. Может быть, просто упускаете э какой-то мм ну какие-то типы бизнесов, которые у вас тоже могли покупать, а вы этого пока не знаете. Вот поэтому поговорить с теми, кто не купил, поговорить с теми, кто купил, за что ценят и ещё раз подумать, посмотреть на сегмент аудитории. >> Супер, спасибо. Александра спрашивает: "В какие инструменты вложиться в рамках оченьоченьочень ограниченного бюджета?
[[1:44:08 | t=6248]] Рынок упал несколько десятков процентов. Скоро не то, что на перфоманс, на зарплаты денег не будет. Что делать?" >> Ой. Ну, во-первых, мы, наверное, все пойдём ставить свечки, чтобы этого не случилось. Вот, э, это на самом деле страшно, и все как бы это боятся, но я инструмент, есть ещё один инструмент, про который я не говорила. Но я очень люблю партнёрство. Ээ, партнёрство и коллаборация - это то, что, наверное, может нас в том числе тоже выручить. Наверняка у вас за время работы появились какие-то, не знаю,
[[1:44:38 | t=6278]] дружественные организации, дружественные компании, дружественные бренды, с которыми вы работаете на одну или похожую аудиторию, но вы не конкурируете. И здесь вот, мне кажется, следующий год, мне кажется, будет год самых неожиданных коллабораций, потому что, э, бренды будут искать возможности, как обменяться аудиторией с каким-то брендом там в пределах нужного сегмента, да, за 0 руб., то есть либо за условные небольшие какие-то суммы. Поэтому даже если у вас там B2C или B2B, подумайте, с
[[1:45:08 | t=6308]] кем вы что-то можете сделать в партнёрстве. И, может быть, это будет партнёрская конференция. Может быть, вы обменяете следами, партнёрская программа какая-то, либо ещё что-то. Либо вот у нас есть, я очень люблю Екатеринбурге цветочную лавку, а, симпатичную Hortus Бар, и у них есть коллаборация, мне кажется, со всеми симпатичными локальными брендами от, не знаю, от винного бара, заканчивая музеем истории искусств. Поэтому м можно подумать, и я бы посмотрела в сторону партнёрства. Это тоже отличный маркетинговый инструмент. И не всегда он требует гигантских денег.
[[1:45:40 | t=6340]] Социальных связей только требует. >> Супер, Настя, ещё давай парочку вопросов буквально и отпустим тебя. А Никита спрашивает: "Как общаться с покупателями с маркетплейсов?" При том, что площадка даёт свои чаты с этими покупателями, и они приходят в основном с претензиями. >> Э, о боже мой. А с претензиями? Э ну, во-первых, нужно просто понять, что, ээ, претензии - это нормально. Ну, то есть мы как сервис тоже получаем и негативные отзывы, и плохие тикеты, ээ, и всё остальное. Э-э,
[[1:46:12 | t=6372]] и здесь, наверное, стык всё-таки маркетинга и клиентского сервиса. Что бы я здесь точно не советовала делать, не советовала выставлять человека дураком. А-э, и вы должны просто понимать, что на том конце чата находится очень там разгневанный человек, который там мы мы не решили его работу, да, мы не подарили ему дырку в стене или хороший сон, потому что наволочки не того цвета оказались. Здесь нужно всегда помнить, что на том конце человек. Если вы понимаете, что ошибка ваша, ошибка процессная, то нужно инвестировать
